code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,module_presentation_length,n_assessments_early,mean_score_early,weighted_mean_score_early,final_coursework_score,total_clicks_early,active_days_early,clicks_dataplus,clicks_dualpane,clicks_externalquiz,clicks_forumng,clicks_glossary,clicks_homepage,clicks_htmlactivity,clicks_oucollaborate,clicks_oucontent,clicks_ouelluminate,clicks_ouwiki,clicks_page,clicks_questionnaire,clicks_quiz,clicks_repeatactivity,clicks_resource,clicks_sharedsubpage,clicks_subpage,clicks_url,submission_rate_early,refs_forumng,macro_stats,clicks_freq_init
EEE,2013J,M,West Midlands Region,HE Qualification,20-30%,35-55,0,30,N,Pass,-94.0,,268,2.0,89.0,89.27272727,83.24,358,20,0.0,1.0,0.0,6.0,0.0,61.0,0.0,3.0,170.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,14.0,13.0,0.3333333333,6.296027767664346,1.0928593903451396,low
EEE,2013J,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,30,N,Pass,-100.0,,268,2.0,94.5,93.54545455,92.12,1740,43,0.0,16.0,0.0,1004.0,,138.0,0.0,14.0,444.0,0.0,0.0,0.0,0.0,97.0,0.0,6.0,0.0,16.0,5.0,0.3333333333,993.7302687457556,-0.7642419580078225,mid
EEE,2013J,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,-63.0,,268,2.0,93.5,92.54545455,89.61111111,461,28,429.564093143477,1.0,0.0,27.0,0.0,61.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,4.0,0.0,0.3333333333,15.646192855770265,-0.7584110279910706,low
EEE,2013J,M,North Region,HE Qualification,,0-35,0,30,N,Pass,-113.0,,268,2.0,93.0,92.45454545,88.56,587,30,0.0,1.0,0.0,104.0,0.0,109.0,0.0,2.0,271.0,0.0,0.0,0.0,0.0,75.0,0.0,1.0,0.0,4.0,20.0,0.3333333333,102.52779049253368,1.7708016549851786,mid
EEE,2013J,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-129.0,,268,2.0,84.5,81.90909091,80.56,531,38,0.0,3.0,,78.0,0.0,109.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,8.0,10.0,0.3333333333,67.97532849812823,-0.9295351161437256,low
EEE,2013J,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,Y,Fail,-45.0,,268,2.0,71.0,71.81818182,65.27777778,1573,42,0.0,24.0,,303.0,0.0,237.0,0.0,2.0,768.0,0.0,0.0,0.0,0.0,151.0,0.0,25.0,0.0,41.0,22.0,0.3333333333,294.1179360645199,-0.4281766553014102,mid
EEE,2013J,F,South East Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,-37.0,,268,2.0,96.0,95.72727273,91.96,548,30,0.0,0.0,0.0,178.0,0.0,95.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,3.0,14.0,0.3333333333,180.70248638314484,1.0189572406304614,mid
EEE,2013J,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-128.0,,268,2.0,76.0,78.18181818,71.08,1191,61,0.0,9.0,0.0,218.0,0.0,267.0,0.0,1.0,499.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,38.0,47.0,0.3333333333,209.8959841395425,0.2584491365595641,low
EEE,2013J,M,South Region,A Level or Equivalent,70-80%,0-35,0,30,N,Pass,-79.0,,268,2.0,90.0,89.18181818,81.8,3509,76,0.0,12.0,0.0,2277.0,0.0,503.0,0.0,0.0,536.0,0.0,0.0,0.0,0.0,110.0,0.0,5.0,0.0,53.0,13.0,0.3333333333,2212.053576550164,0.0654213250877383,high
EEE,2013J,M,Scotland,HE Qualification,80-90%,0-35,0,90,N,Pass,-86.0,,268,2.0,84.5,86.81818182,79.36,588,21,406.3252642986073,9.0,0.0,18.0,,107.0,0.0,0.0,266.0,0.0,0.0,0.0,0.0,119.0,0.0,3.0,0.0,57.0,9.0,0.3333333333,12.87461527943063,-0.2396685897939224,low
EEE,2013J,M,East Midlands Region,Lower Than A Level,90-100%,0-35,0,30,N,Pass,-125.0,,268,2.0,90.5,89.0,86.76,986,44,0.0,6.0,0.0,34.0,0.0,197.0,0.0,2.0,555.0,0.0,0.0,0.0,0.0,131.0,0.0,17.0,0.0,18.0,26.0,0.3333333333,25.61683835545844,1.1516579725576142,low
EEE,2013J,M,South Region,A Level or Equivalent,80-90%,0-35,0,90,N,Pass,-59.0,,268,2.0,81.0,79.63636364,80.4,1466,57,0.0,4.0,,491.0,,208.0,0.0,5.0,512.0,0.0,0.0,0.0,0.0,186.0,0.0,4.0,0.0,16.0,40.0,0.3333333333,482.6111273179799,-2.3984725726139584,low
EEE,2013J,M,South Region,A Level or Equivalent,40-50%,35-55,0,60,N,Fail,-81.0,,268,2.0,82.5,80.45454545,80.45454545,400,23,0.0,1.0,0.0,5.0,0.0,39.0,0.0,0.0,263.0,0.0,0.0,0.0,0.0,80.0,0.0,9.0,0.0,1.0,2.0,0.3333333333,6.627749372056196,0.3329882864973942,mid
EEE,2013J,M,Scotland,Lower Than A Level,60-70%,35-55,0,90,N,Withdrawn,-115.0,143.0,268,2.0,88.5,86.72727273,85.27777778,700,34,0.0,8.0,0.0,132.0,0.0,96.0,0.0,2.0,356.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,4.0,9.0,0.3333333333,129.32571474208402,2.2909131242197054,low
EEE,2013J,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-109.0,,268,2.0,97.5,97.90909091,87.32,432,27,0.0,2.0,0.0,3.0,0.0,95.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,5.0,14.0,0.3333333333,-1.769862355363346,0.6640598959800448,mid
EEE,2013J,M,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,-86.0,,268,2.0,72.0,72.54545455,72.54545455,489,34,0.0,9.0,,124.0,0.0,95.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,52.0,33.0,0.3333333333,112.6861392435521,0.6404520906070862,mid
EEE,2013J,M,Yorkshire Region,A Level or Equivalent,0-10%,35-55,0,30,N,Pass,-102.0,,268,2.0,73.5,72.0,71.16,720,32,0.0,2.0,0.0,5.0,0.0,128.0,0.0,0.0,395.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,5.0,32.0,0.3333333333,3.3349909515017764,0.147768091695825,low
EEE,2013J,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-117.0,,268,2.0,77.0,74.81818182,68.76,518,30,0.0,7.0,0.0,34.0,0.0,89.0,0.0,0.0,249.0,0.0,0.0,0.0,0.0,100.0,0.0,2.0,0.0,25.0,12.0,0.3333333333,34.849256509275364,0.0241615680107946,mid
EEE,2013J,F,London Region,Lower Than A Level,70-80%,35-55,0,60,N,Fail,-121.0,,268,2.0,73.5,72.0,69.76,716,33,0.0,0.0,,166.0,0.0,110.0,0.0,0.0,302.0,0.0,0.0,0.0,0.0,109.0,0.0,1.0,0.0,8.0,20.0,0.3333333333,161.85326710586608,0.0168458291253838,mid
EEE,2013J,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-102.0,234.0,268,2.0,80.0,80.81818182,81.48,971,43,429.9274180830644,4.0,0.0,20.0,,278.0,0.0,0.0,476.0,0.0,0.0,0.0,0.0,147.0,0.0,1.0,0.0,18.0,27.0,0.3333333333,23.2145043160378,0.0299773930584956,mid
EEE,2013J,M,South West Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-113.0,,268,2.0,90.5,91.45454545,89.52,419,23,0.0,4.0,,4.0,,96.0,0.0,1.0,173.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,9.0,19.0,0.3333333333,8.361715605135274,0.6596290324400345,high
EEE,2013J,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction,-36.0,,268,2.0,87.5,88.72727273,85.8,642,39,0.0,9.0,,112.0,,163.0,0.0,0.0,181.0,0.0,0.0,0.0,0.0,107.0,0.0,4.0,0.0,39.0,27.0,0.3333333333,105.99486797434128,-1.114437087151655,mid
EEE,2013J,M,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,-80.0,131.0,268,2.0,79.5,78.0,78.0,684,31,0.0,3.0,,73.0,0.0,98.0,0.0,1.0,370.0,0.0,0.0,0.0,0.0,114.0,0.0,1.0,0.0,15.0,9.0,0.3333333333,66.80821986948956,0.8037876676412631,mid
EEE,2013J,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction,-59.0,,268,2.0,97.5,97.36363636,98.84,1936,76,0.0,7.0,,772.0,,446.0,0.0,0.0,493.0,0.0,0.0,0.0,0.0,83.0,0.0,10.0,0.0,46.0,79.0,0.3333333333,760.3597773733845,-0.2641632862064684,low
EEE,2013J,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,-22.0,,268,2.0,91.5,90.81818182,81.96,1103,43,0.0,3.0,,258.0,,159.0,0.0,0.0,505.0,0.0,0.0,0.0,0.0,119.0,0.0,7.0,0.0,22.0,30.0,0.3333333333,252.7060848890476,0.0913095157361105,mid
EEE,2013J,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-102.0,,268,2.0,92.0,90.63636364,85.52,1960,78,0.0,6.0,,514.0,0.0,249.0,0.0,5.0,909.0,0.0,0.0,0.0,0.0,135.0,0.0,12.0,0.0,42.0,88.0,0.3333333333,507.0956036578362,-0.6853818741522089,mid
EEE,2013J,M,London Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,-109.0,,268,2.0,74.5,74.36363636,75.28,1029,55,0.0,8.0,0.0,69.0,0.0,285.0,0.0,1.0,392.0,0.0,0.0,0.0,0.0,123.0,0.0,53.0,0.0,57.0,41.0,0.3333333333,69.8795470535597,1.7377281578694412,mid
EEE,2013J,M,South East Region,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction,-117.0,,268,2.0,95.5,95.09090909,90.56,1675,49,0.0,6.0,0.0,757.0,,243.0,0.0,6.0,464.0,0.0,0.0,0.0,0.0,92.0,0.0,13.0,0.0,43.0,51.0,0.3333333333,737.4765879625782,-1.935763311911103,low
EEE,2013J,M,Wales,Lower Than A Level,60-70%,35-55,0,60,N,Pass,-74.0,,268,2.0,94.0,93.45454545,92.36,683,36,0.0,3.0,,23.0,,101.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,3.0,28.0,0.3333333333,27.62642881634788,-0.0398660080693136,mid
EEE,2013J,M,North Western Region,Lower Than A Level,0-10%,0-35,0,90,N,Pass,-116.0,,268,2.0,69.0,71.18181818,64.92,568,21,0.0,4.0,0.0,92.0,0.0,102.0,0.0,0.0,237.0,0.0,0.0,0.0,0.0,116.0,0.0,2.0,0.0,7.0,8.0,0.3333333333,95.51428663270688,0.2489918169418189,mid
EEE,2013J,M,Scotland,HE Qualification,70-80%,0-35,0,60,N,Distinction,-115.0,,268,2.0,91.5,90.54545455,88.84,750,44,0.0,1.0,0.0,135.0,0.0,132.0,0.0,0.0,292.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,20.0,49.0,0.3333333333,133.3533025561131,0.9517306848947282,high
EEE,2013J,M,South West Region,A Level or Equivalent,60-70%,55<=,0,60,N,Distinction,-115.0,,268,2.0,88.0,89.90909091,88.56,1538,54,0.0,6.0,0.0,654.0,,177.0,0.0,9.0,515.0,0.0,0.0,0.0,0.0,74.0,0.0,7.0,0.0,59.0,37.0,0.3333333333,650.0797283279452,0.3144562944212309,mid
EEE,2013J,M,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-95.0,,268,2.0,86.5,86.36363636,79.72,707,29,0.0,5.0,,331.0,0.0,59.0,0.0,1.0,172.0,0.0,0.0,0.0,0.0,87.0,0.0,5.0,0.0,22.0,25.0,0.3333333333,336.9097927211108,0.6241818308670994,mid
EEE,2013J,M,West Midlands Region,HE Qualification,90-100%,0-35,0,60,N,Fail,-113.0,,268,2.0,77.0,79.18181818,79.64,457,14,0.0,1.0,,75.0,0.0,69.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,9.0,10.0,0.3333333333,82.80991844973622,2.490478384867452,low
EEE,2013J,M,Scotland,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,-53.0,107.0,268,2.0,59.0,61.18181818,61.18181818,455,23,0.0,4.0,0.0,8.0,0.0,52.0,0.0,0.0,382.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.3333333333,9.62098396557418,0.1999855850641793,high
EEE,2013J,F,North Region,Lower Than A Level,,0-35,0,60,N,Fail,-95.0,,268,2.0,54.5,57.36363636,51.0,495,18,0.0,2.0,,193.0,0.0,32.0,0.0,1.0,95.0,0.0,0.0,0.0,0.0,130.0,0.0,2.0,0.0,33.0,7.0,0.3333333333,197.39522988798743,-0.3830921443593825,low
EEE,2013J,M,Scotland,HE Qualification,70-80%,0-35,0,60,N,Pass,-31.0,,268,2.0,89.5,86.63636364,79.84,604,28,0.0,2.0,0.0,30.0,,102.0,0.0,0.0,339.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,7.0,1.0,0.3333333333,29.833347789349297,0.1484291793686611,mid
EEE,2013J,M,North Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,-51.0,,268,2.0,73.5,73.09090909,50.36,351,18,0.0,5.0,0.0,8.0,0.0,57.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,6.0,15.0,0.3333333333,6.910986677809147,0.5273664975770926,mid
EEE,2013J,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,-100.0,115.0,268,2.0,95.0,94.18181818,94.18181818,1033,36,0.0,4.0,,362.0,,144.0,0.0,0.0,373.0,0.0,0.0,0.0,0.0,106.0,0.0,9.0,0.0,31.0,4.0,0.3333333333,351.8837638970965,-1.1928163645063274,low
EEE,2013J,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,-108.0,227.0,268,1.0,97.0,97.0,97.0,770,31,0.0,3.0,0.0,62.0,0.0,109.0,0.0,1.0,385.0,0.0,0.0,0.0,0.0,172.0,0.0,1.0,0.0,7.0,30.0,0.1666666667,59.33941408617816,-2.772478755931282,high
EEE,2013J,M,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-108.0,,268,2.0,94.0,93.45454545,88.16,1535,80,0.0,7.0,0.0,423.0,0.0,335.0,0.0,18.0,603.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,23.0,55.0,0.3333333333,405.1350773235703,-0.7870595784970508,mid
EEE,2013J,M,East Anglian Region,HE Qualification,80-90%,0-35,0,30,N,Distinction,-38.0,,268,2.0,90.5,89.54545455,88.96,345,8,0.0,6.0,,5.0,0.0,42.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,78.0,0.0,1.0,0.0,1.0,0.0,0.3333333333,11.719943641901542,-0.8175546290212764,mid
EEE,2013J,M,Scotland,Lower Than A Level,60-70%,35-55,0,60,N,Pass,-95.0,,268,2.0,71.0,71.81818182,71.64,1662,53,0.0,14.0,0.0,723.0,,219.0,0.0,0.0,520.0,0.0,0.0,0.0,0.0,120.0,0.0,12.0,0.0,33.0,21.0,0.3333333333,701.0042343594988,1.139135931803353,mid
EEE,2013J,F,Scotland,HE Qualification,10-20,0-35,0,60,N,Pass,-85.0,,268,2.0,79.5,79.09090909,77.08,1923,65,0.0,34.0,0.0,501.0,,319.0,0.0,1.0,747.0,0.0,0.0,0.0,0.0,155.0,0.0,10.0,0.0,80.0,76.0,0.3333333333,472.457874062509,-0.9715391512218166,mid
EEE,2013J,M,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-86.0,,268,2.0,89.0,90.36363636,89.88,729,38,0.0,10.0,,138.0,,122.0,0.0,0.0,279.0,0.0,0.0,0.0,0.0,107.0,0.0,31.0,0.0,7.0,35.0,0.3333333333,125.69344968023952,-0.6109764101156949,low
EEE,2013J,M,South Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass,-81.0,,268,2.0,76.0,75.72727273,76.16,952,21,0.0,0.0,,320.0,0.0,134.0,0.0,0.0,346.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,16.0,22.0,0.3333333333,305.6854843894805,0.6786433089700682,low
EEE,2013J,M,Ireland,Lower Than A Level,,0-35,0,60,N,Distinction,-32.0,,268,2.0,92.0,92.81818182,92.92,1171,59,0.0,4.0,0.0,449.0,,198.0,0.0,0.0,354.0,0.0,0.0,0.0,0.0,104.0,0.0,2.0,0.0,10.0,50.0,0.3333333333,447.2298126547889,-0.0764841215450017,low
EEE,2013J,M,Scotland,Lower Than A Level,10-20,0-35,0,30,N,Fail,-79.0,,268,1.0,87.0,87.0,87.0,619,28,0.0,1.0,0.0,165.0,,124.0,0.0,0.0,226.0,0.0,0.0,0.0,0.0,94.0,0.0,2.0,0.0,0.0,7.0,0.1666666667,166.86780974685706,-0.9131860025587696,mid
EEE,2013J,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction,-85.0,,268,2.0,97.5,97.36363636,96.32,933,49,0.0,3.0,0.0,319.0,,215.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,93.0,0.0,2.0,0.0,17.0,76.0,0.3333333333,314.98769789308244,1.3419488768676393,mid
EEE,2013J,M,West Midlands Region,HE Qualification,60-70%,0-35,0,60,N,Distinction,-99.0,,268,2.0,93.5,92.54545455,89.16,1675,90,0.0,2.0,0.0,250.0,,668.0,0.0,8.0,553.0,0.0,0.0,0.0,0.0,76.0,0.0,4.0,0.0,31.0,83.0,0.3333333333,245.99471569920428,-0.0969122231892103,mid
EEE,2013J,M,North Western Region,HE Qualification,50-60%,0-35,0,60,N,Withdrawn,-88.0,129.0,268,2.0,91.5,91.90909091,91.90909091,1049,39,0.0,3.0,0.0,329.0,,147.0,0.0,0.0,435.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,12.0,26.0,0.3333333333,327.49052075044085,-0.0192448278877556,low
EEE,2013J,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-100.0,,268,2.0,80.5,80.36363636,75.96,975,42,0.0,4.0,,139.0,0.0,160.0,0.0,0.0,456.0,0.0,0.0,0.0,0.0,160.0,0.0,1.0,0.0,27.0,28.0,0.3333333333,134.0171742583566,-0.4348365039473341,low
EEE,2013J,M,North Region,HE Qualification,,0-35,0,30,N,Pass,-44.0,,268,2.0,77.5,76.0,73.76,1379,59,0.0,6.0,0.0,322.0,0.0,240.0,0.0,7.0,545.0,0.0,0.0,0.0,0.0,141.0,0.0,25.0,0.0,53.0,40.0,0.3333333333,323.8416902577753,0.0239298679448445,mid
EEE,2013J,M,London Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,-100.0,,268,2.0,89.5,89.63636364,85.64,2492,71,0.0,5.0,,808.0,,585.0,0.0,0.0,916.0,0.0,0.0,0.0,0.0,103.0,0.0,3.0,0.0,13.0,59.0,0.3333333333,789.0254406129964,1.9963019982068493,low
EEE,2013J,M,North Region,Lower Than A Level,40-50%,0-35,0,90,N,Fail,-95.0,,268,2.0,73.0,74.63636364,66.61111111,535,30,0.0,2.0,,48.0,,135.0,0.0,2.0,210.0,0.0,0.0,0.0,0.0,89.0,0.0,2.0,0.0,31.0,16.0,0.3333333333,49.28979109207842,-0.2750565086631978,low
EEE,2013J,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Distinction,-72.0,,268,2.0,97.5,97.09090909,96.2,910,51,0.0,3.0,,206.0,0.0,152.0,0.0,1.0,418.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,11.0,25.0,0.3333333333,206.92415826790668,-0.5637207575878452,mid
EEE,2013J,M,Scotland,A Level or Equivalent,40-50%,0-35,0,30,N,Pass,-71.0,,268,2.0,90.5,89.81818182,82.64,1031,46,0.0,13.0,0.0,105.0,0.0,147.0,0.0,0.0,603.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,15.0,26.0,0.3333333333,102.84445067217148,0.2763253666408869,low
EEE,2013J,M,Ireland,A Level or Equivalent,,0-35,0,60,N,Pass,-35.0,,268,2.0,89.5,90.72727273,90.6,470,19,0.0,1.0,,21.0,0.0,111.0,0.0,0.0,183.0,0.0,0.0,0.0,0.0,104.0,0.0,7.0,0.0,37.0,6.0,0.3333333333,22.2159392374526,0.5689054660307079,mid
EEE,2013J,M,North Western Region,Lower Than A Level,70-80%,0-35,0,90,N,Fail,-66.0,,268,2.0,47.0,47.0,47.0,340,14,0.0,7.0,,3.0,,53.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,107.0,0.0,9.0,0.0,6.0,1.0,0.3333333333,-4.688615741465236,1.2683208421355563,mid
EEE,2013J,M,Scotland,HE Qualification,90-100%,0-35,0,30,N,Pass,-30.0,,268,2.0,86.5,86.63636364,85.16,349,30,0.0,2.0,0.0,15.0,0.0,12.0,0.0,0.0,207.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,2.0,4.0,0.3333333333,19.00088804136831,0.4233331627453376,low
EEE,2013J,M,East Midlands Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass,-49.0,,268,2.0,83.0,81.90909091,86.16,776,51,0.0,2.0,0.0,102.0,0.0,189.0,0.0,0.0,311.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,10.0,46.0,0.3333333333,86.67228683222348,-0.5363784110463222,mid
EEE,2013J,F,North Region,Post Graduate Qualification,,0-35,0,30,N,Distinction,-86.0,,268,2.0,90.5,89.81818182,91.88,640,30,0.0,4.0,,164.0,0.0,101.0,0.0,2.0,252.0,0.0,0.0,0.0,0.0,103.0,0.0,1.0,0.0,12.0,1.0,0.3333333333,160.06355769116612,0.1764549079281749,mid
EEE,2013J,M,North Western Region,HE Qualification,40-50%,35-55,0,60,N,Distinction,-53.0,,268,2.0,98.5,98.36363636,97.6,3222,82,0.0,3.0,,587.0,0.0,314.0,0.0,5.0,1992.0,0.0,0.0,0.0,0.0,100.0,0.0,12.0,0.0,103.0,106.0,0.3333333333,570.2443004874177,0.1369170129640831,high
EEE,2013J,M,Scotland,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn,-91.0,60.0,268,1.0,68.0,68.0,68.0,291,11,0.0,4.0,,11.0,,48.0,0.0,1.0,201.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,11.0,9.0,0.1666666667,11.346047535264328,0.1133616567830329,mid
EEE,2013J,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,-31.0,,268,1.0,57.0,57.0,57.0,415,15,0.0,4.0,0.0,16.0,0.0,58.0,0.0,2.0,172.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,10.0,3.0,0.1666666667,12.172473853618346,-1.4794595227024958,low
EEE,2013J,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,Pass,-84.0,,268,2.0,85.0,83.63636364,76.28,497,19,0.0,4.0,,72.0,,88.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,38.0,14.0,0.3333333333,67.64286455388364,-0.2114764230965694,low
EEE,2013J,M,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,-37.0,,268,2.0,67.0,67.54545455,56.32,533,28,0.0,1.0,0.0,36.0,0.0,109.0,0.0,13.0,235.0,0.0,0.0,0.0,0.0,104.0,0.0,6.0,0.0,19.0,10.0,0.3333333333,40.78648537773155,-0.1053034060078194,low
EEE,2013J,M,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-57.0,,268,2.0,75.5,77.27272727,80.76,329,16,0.0,2.0,0.0,3.0,0.0,45.0,0.0,0.0,163.0,0.0,0.0,0.0,0.0,93.0,0.0,6.0,0.0,11.0,6.0,0.3333333333,4.081164990155846,1.592731897297665,mid
EEE,2013J,M,London Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction,-78.0,,268,2.0,89.5,88.27272727,88.12,5889,97,427.8215679599621,8.0,,3550.0,0.0,1010.0,0.0,3.0,878.0,0.0,0.0,0.0,0.0,104.0,0.0,17.0,0.0,99.0,220.0,0.3333333333,3486.1035718040016,0.293888243221261,high
EEE,2013J,M,Wales,A Level or Equivalent,10-20,35-55,0,60,N,Pass,-53.0,,268,2.0,73.0,71.09090909,61.8,499,25,0.0,3.0,0.0,39.0,0.0,86.0,0.0,0.0,221.0,0.0,0.0,0.0,0.0,116.0,0.0,4.0,0.0,14.0,16.0,0.3333333333,30.40060722319722,-0.1910971530352722,mid
EEE,2013J,M,South Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,-57.0,,268,2.0,91.5,90.81818182,88.4,1483,69,444.1623940537074,19.0,0.0,532.0,,285.0,0.0,1.0,436.0,0.0,0.0,0.0,0.0,134.0,0.0,11.0,0.0,4.0,61.0,0.3333333333,502.4553613953841,-0.1148021786897593,mid
EEE,2013J,M,South East Region,A Level or Equivalent,20-30%,0-35,0,90,Y,Pass,-59.0,,268,2.0,93.0,92.72727273,91.2,1741,63,0.0,3.0,,485.0,0.0,243.0,0.0,4.0,759.0,0.0,0.0,0.0,0.0,135.0,0.0,13.0,0.0,37.0,62.0,0.3333333333,483.4131715997788,0.2658500584864493,low
EEE,2013J,M,North Region,A Level or Equivalent,20-30%,0-35,0,90,N,Fail,-37.0,,268,1.0,92.0,92.0,92.0,120,10,0.0,1.0,,5.0,0.0,21.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.1666666667,13.509235147836575,-0.1386788189706559,mid
EEE,2013J,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,Fail,-84.0,,268,2.0,92.5,91.54545455,84.33333333,943,33,0.0,1.0,0.0,427.0,0.0,118.0,0.0,0.0,271.0,0.0,0.0,0.0,0.0,70.0,0.0,14.0,0.0,23.0,19.0,0.3333333333,416.8268714733446,0.1622781351518549,high
EEE,2013J,M,Scotland,Lower Than A Level,60-70%,0-35,0,30,N,Pass,-79.0,,268,2.0,74.5,75.18181818,77.04,655,35,0.0,2.0,0.0,95.0,0.0,113.0,0.0,0.0,264.0,0.0,0.0,0.0,0.0,118.0,0.0,6.0,0.0,34.0,23.0,0.3333333333,93.89712613663428,-0.2457607627688394,high
EEE,2013J,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-31.0,,268,2.0,92.0,92.27272727,92.4,605,41,0.0,4.0,0.0,18.0,,103.0,0.0,1.0,344.0,0.0,0.0,0.0,0.0,76.0,0.0,2.0,0.0,17.0,40.0,0.3333333333,34.2061827098609,-0.2930328840957532,mid
EEE,2013J,M,Scotland,HE Qualification,90-100%,0-35,0,60,N,Fail,-65.0,,268,1.0,42.0,42.0,42.0,411,24,0.0,2.0,0.0,42.0,,76.0,0.0,0.0,189.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,12.0,7.0,0.1666666667,43.50261864178581,0.6265053037748834,mid
EEE,2013J,M,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-88.0,,268,2.0,74.0,71.81818182,80.88,136,10,0.0,3.0,,6.0,,15.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,3.0,0.3333333333,8.637588892820014,0.3153411678959921,mid
